source_city,destination_city,distance,travel_mode,season,num_days,hotel_type,activity_level,food_preference,group_size,travel_cost,stay_cost,food_cost,activity_cost,total_cost,per_person_cost
Chandigarh,Munnar,1429,flight,summer,7,5-star,low,mixed,7,7472,106772,7586,1507,111003,15858
Chandigarh,Kerala,1425,flight,winter,6,3-star,high,mixed,2,7795,24180,6754,13606,52336,26168
Mumbai,Munnar,1459,flight,autumn,13,hostel,moderate,mixed,5,6453,7942,11816,11002,33491,6698
Bangalore,Udaipur,1615,car,winter,5,hostel,low,luxury,7,17981,4503,12291,1150,32332,4619
Kolkata,Ladakh,2469,flight,monsoon,3,hostel,low,mixed,6,7984,1564,3407,689,12279,2047
Pune,Shimla,1433,flight,autumn,8,5-star,moderate,luxury,4,7156,82138,17268,6177,101465,25366
Bangalore,Ooty,192,bus,monsoon,13,hostel,moderate,budget,7,155,5547,7106,12387,22675,3239
Ahmedabad,Andaman,2175,bus,monsoon,9,4-star,low,budget,3,1848,44457,4678,2040,53023,17674
Kolkata,Manali,1813,bus,autumn,13,4-star,moderate,mixed,1,2051,81159,14134,10975,108319,108319
Chandigarh,Goa,1082,car,monsoon,8,hostel,high,budget,4,6415,3404,4066,18967,29566,7392
Lucknow,Udaipur,1061,train,winter,10,5-star,moderate,mixed,6,1799,131004,11491,8219,137261,22877
Ahmedabad,Rishikesh,1351,flight,winter,7,3-star,high,mixed,6,7641,30254,7742,16225,55676,9279
Hyderabad,Jaipur,987,bus,monsoon,4,3-star,high,budget,4,684,10109,1701,9507,19800,4950
Chandigarh,Ladakh,2281,train,winter,14,budget,high,budget,1,4384,20324,6030,25269,56006,56006
Delhi,Shimla,309,bus,autumn,8,hostel,low,mixed,5,276,5552,7640,1862,13798,2760
Pune,Jaisalmer,1339,bus,winter,3,5-star,low,luxury,2,2057,46297,6419,813,55587,27793
Chennai,Rishikesh,2663,flight,autumn,5,hostel,moderate,budget,6,10358,3429,2384,4012,18165,3027
Chennai,Jaipur,1898,car,monsoon,2,hostel,low,luxury,1,11938,1045,4415,461,17858,17858
Delhi,Agra,256,flight,autumn,9,budget,low,mixed,4,3427,10315,7867,2042,21286,5322
Pune,Varanasi,1050,car,summer,13,5-star,high,mixed,7,7845,202526,12787,27150,225277,32182
Chennai,Rishikesh,2593,bus,summer,11,4-star,low,luxury,7,2803,66988,20771,2705,83940,11991
Kolkata,Darjeeling,666,car,monsoon,9,4-star,moderate,budget,5,3554,44878,5060,8218,55539,11108
Pune,Agra,1099,car,monsoon,13,4-star,high,mixed,5,5310,55125,14200,25623,90232,18046
Chandigarh,Varanasi,1174,bus,monsoon,10,5-star,low,budget,4,937,85537,5172,2514,84744,21186
Delhi,Andaman,3004,train,autumn,12,hostel,high,budget,3,4452,6496,6887,27683,45517,15172
Pune,Agra,1012,bus,autumn,3,3-star,low,budget,1,1044,8257,1499,647,11447,11447
Delhi,Andaman,3000,train,winter,4,3-star,moderate,mixed,6,5583,14842,3974,4036,25591,4265
Kolkata,Udaipur,1704,bus,autumn,14,hostel,high,budget,6,2039,9612,6985,33141,46599,7767
Delhi,Shimla,405,car,monsoon,14,3-star,high,mixed,2,2345,30645,12942,27091,73023,36511
Pune,Goa,1089,train,monsoon,5,4-star,low,mixed,7,998,21058,5514,1305,25988,3713
Ahmedabad,Rishikesh,1294,bus,winter,2,hostel,low,mixed,1,1936,1723,2120,510,6288,6288
Chandigarh,Agra,1017,flight,summer,10,hostel,low,luxury,7,5520,6777,20713,2500,31959,4566
Kolkata,Udaipur,1643,flight,winter,9,4-star,moderate,luxury,1,9573,73847,19802,7549,110771,110771
Pune,Ooty,1214,train,winter,4,3-star,moderate,mixed,2,2175,17968,4088,3958,28189,14095
Chennai,Goa,963,bus,winter,8,4-star,moderate,mixed,3,1391,66871,7769,6318,82349,27450
Mumbai,Manali,1895,bus,winter,13,3-star,moderate,mixed,5,2885,55099,12309,11603,73707,14741
Chandigarh,Ooty,1223,train,monsoon,10,budget,moderate,luxury,1,1125,9763,22240,9942,43069,43069
Bangalore,Manali,2582,train,winter,12,4-star,low,luxury,7,4819,97513,24468,3168,116971,16710
Pune,Agra,1092,train,winter,14,5-star,moderate,luxury,1,1951,211959,33651,13995,261555,261555
Delhi,Agra,261,train,autumn,2,budget,low,budget,6,313,2623,1025,440,3960,660
Bangalore,Udaipur,1614,car,monsoon,9,3-star,moderate,budget,1,7907,17304,4535,7704,37451,37451
Bangalore,Kerala,598,train,monsoon,13,budget,low,luxury,7,646,13218,32816,3207,44899,6414
Chandigarh,Varanasi,1079,car,autumn,7,budget,high,mixed,5,6804,8819,6125,13559,31777,6355
Ahmedabad,Jaisalmer,1317,car,autumn,4,budget,low,luxury,3,10717,5312,8800,1056,25885,8628
Pune,Darjeeling,1517,train,winter,14,3-star,moderate,budget,1,3129,50633,5995,12231,71988,71988
Chandigarh,Jaipur,1063,car,monsoon,9,5-star,moderate,mixed,4,6372,79897,9408,8586,93836,23459
Delhi,Munnar,2834,train,monsoon,7,hostel,moderate,mixed,1,2678,3341,6391,5399,17810,17810
Lucknow,Manali,1448,bus,autumn,6,3-star,moderate,mixed,2,1725,18737,6689,5227,32378,16189
Hyderabad,Shimla,1349,car,summer,3,4-star,low,luxury,4,10343,18534,6281,678,32253,8063
Ahmedabad,Goa,922,car,autumn,9,4-star,low,budget,3,6766,49994,4075,2397,63233,21078
Chandigarh,Manali,1443,car,monsoon,3,4-star,low,luxury,5,7996,12577,6483,712,24990,4998
Pune,Jaisalmer,1281,flight,autumn,3,hostel,moderate,budget,5,5469,2148,1377,2341,10201,2040
Ahmedabad,Ooty,1309,car,monsoon,2,3-star,low,budget,1,8057,4621,853,465,13996,13996
Pune,Shimla,1332,car,monsoon,2,4-star,low,luxury,3,7195,9012,4707,495,21409,7136
Ahmedabad,Shimla,1357,bus,autumn,3,5-star,low,mixed,1,1273,39714,3244,768,44998,44998
Chandigarh,Shimla,1399,car,autumn,11,budget,low,budget,5,10980,15764,5347,2813,31414,6283
Hyderabad,Agra,1097,bus,autumn,5,budget,moderate,luxury,2,987,6361,11913,4146,23407,11703
Bangalore,Jaipur,1871,bus,winter,14,3-star,low,budget,2,2870,50676,6438,3246,63230,31615
Pune,Manali,1412,flight,autumn,3,budget,low,budget,7,5818,4027,1325,730,10710,1530
Chandigarh,Jaipur,991,train,winter,8,hostel,low,luxury,1,1796,6091,17524,1929,27340,27340
Ahmedabad,Goa,1070,bus,winter,2,4-star,moderate,luxury,2,1379,17176,4125,1605,24285,12143
Kolkata,Shimla,1793,car,autumn,3,budget,high,luxury,6,11226,4284,6755,5512,24999,4167
Chandigarh,Kerala,1587,train,summer,8,hostel,low,budget,7,2697,5366,3986,2187,12812,1830
Ahmedabad,Jaipur,1029,flight,summer,6,budget,moderate,luxury,7,6025,8747,11999,5196,28770,4110
Delhi,Ladakh,1098,train,winter,3,3-star,moderate,luxury,2,2293,10729,6419,2331,21773,10886
Hyderabad,Andaman,2218,flight,summer,11,budget,low,luxury,3,11164,16703,21397,2589,51853,17284
Ahmedabad,Kerala,1450,train,winter,9,5-star,high,mixed,7,2941,125076,10124,21248,143449,20493
Delhi,Kerala,2614,flight,autumn,2,4-star,low,budget,6,9458,12915,1057,515,21550,3592
Kolkata,Jaisalmer,2092,bus,winter,4,5-star,high,luxury,2,2526,55570,7602,8321,74019,37009
Kolkata,Ooty,2223,car,monsoon,2,4-star,low,budget,4,12927,7756,1116,540,20106,5026
Ahmedabad,Ooty,1386,bus,winter,3,3-star,low,budget,6,2105,12579,1662,764,15399,2567
Pune,Goa,946,train,autumn,6,5-star,low,luxury,3,1255,61971,11642,1623,76492,25497
Kolkata,Darjeeling,505,flight,winter,9,4-star,low,mixed,6,3194,67519,10183,2338,74910,12485
Mumbai,Munnar,1429,train,winter,4,3-star,low,budget,6,2923,17168,1811,1057,20663,3444
Lucknow,Ooty,1243,train,winter,13,4-star,high,luxury,2,2454,97020,25808,23441,148723,74362
Bangalore,Kerala,697,car,summer,13,hostel,high,budget,2,5963,10856,6857,28430,52106,26053
Chennai,Udaipur,1633,car,summer,10,budget,low,budget,4,15970,16494,4315,2631,35468,8867
Pune,Ooty,1356,bus,winter,3,budget,high,mixed,2,2165,5053,3072,5814,16104,8052
Chandigarh,Jaisalmer,1275,bus,monsoon,5,3-star,moderate,mixed,5,929,9825,4311,4386,17506,3501
Bangalore,Ladakh,3299,flight,winter,10,hostel,high,budget,2,19744,7947,4268,20163,52122,26061
Pune,Manali,1487,car,winter,6,hostel,high,luxury,4,14506,5365,12923,14016,42129,10532
Bangalore,Kerala,553,flight,summer,12,budget,moderate,budget,7,2855,15412,5993,11399,32093,4585
Pune,Udaipur,1166,flight,summer,8,budget,moderate,luxury,2,6495,10811,16146,6134,39585,19792
Hyderabad,Ooty,1346,bus,monsoon,12,4-star,low,budget,4,1061,49063,5712,3232,53161,13290
Lucknow,Manali,1537,car,monsoon,5,3-star,moderate,budget,1,8853,9549,2177,4841,25419,25419
Mumbai,Ladakh,2416,bus,monsoon,4,4-star,moderate,luxury,6,2124,17917,8259,4067,29130,4855
Pune,Ladakh,2248,car,autumn,8,budget,low,mixed,2,17646,10557,7165,2078,37446,18723
Chandigarh,Goa,1017,train,monsoon,2,5-star,high,mixed,5,1069,18523,2137,3581,22778,4556
Chennai,Varanasi,1735,flight,autumn,4,3-star,high,luxury,2,8513,10406,9534,8597,37050,18525
Delhi,Jaipur,263,flight,autumn,12,budget,high,luxury,6,2865,13332,26955,25868,62118,10353
Ahmedabad,Udaipur,1054,flight,autumn,9,4-star,high,mixed,1,5005,53711,8486,16967,84168,84168
Lucknow,Kerala,1466,bus,winter,11,3-star,moderate,mixed,4,2335,38558,10786,9417,54987,13747
Ahmedabad,Munnar,1485,train,winter,9,budget,high,mixed,5,2965,14208,8342,20577,41483,8297
Delhi,Ooty,2463,train,winter,2,5-star,low,budget,7,5097,31765,1105,524,34642,4949
Delhi,Manali,574,bus,winter,9,hostel,high,mixed,5,839,8029,9870,16971,32138,6428
Kolkata,Munnar,2669,flight,monsoon,8,3-star,low,budget,2,8340,16323,3791,1998,30452,15226
Chandigarh,Shimla,1313,bus,winter,7,5-star,low,budget,5,1923,115175,3488,1658,110019,22004
Bangalore,Manali,2680,car,winter,14,hostel,moderate,mixed,6,30142,12993,13081,14312,63475,10579
Pune,Goa,950,bus,winter,9,hostel,moderate,mixed,6,1513,8026,7671,7684,22405,3734
Ahmedabad,Munnar,1576,bus,monsoon,5,3-star,high,luxury,6,1199,12082,11914,11211,32766,5461
Chennai,Rishikesh,2604,flight,summer,11,4-star,moderate,mixed,5,10631,72259,9897,11041,93445,18689
Lucknow,Varanasi,1177,train,summer,2,budget,high,budget,1,2163,2800,937,3911,9811,9811
Chandigarh,Jaisalmer,1369,train,summer,11,5-star,high,luxury,2,2268,168876,24303,21192,216639,108319
Ahmedabad,Udaipur,1030,bus,autumn,4,hostel,low,luxury,5,1092,2157,8841,929,11718,2344
Delhi,Varanasi,885,flight,summer,10,hostel,high,budget,5,4191,7734,5278,18413,32055,6411
Bangalore,Andaman,2223,bus,monsoon,7,5-star,high,budget,2,1979,56809,3489,12804,75081,37540
Mumbai,Munnar,1416,train,summer,6,3-star,high,budget,3,2301,18471,2618,12950,36340,12113
Mumbai,Andaman,2444,car,winter,3,5-star,low,luxury,2,21045,41745,6435,771,69997,34998
Kolkata,Shimla,1788,car,summer,13,budget,high,budget,7,14135,19243,5981,30601,62965,8995
Chennai,Goa,817,car,autumn,5,5-star,high,budget,2,5819,56982,2434,9666,74902,37451
Lucknow,Rishikesh,1212,train,summer,13,5-star,low,luxury,7,1711,154042,30053,3501,170377,24340
Chennai,Rishikesh,2592,bus,monsoon,5,5-star,high,budget,6,2311,47775,2741,10694,57168,9528
Delhi,Ladakh,937,car,monsoon,7,3-star,low,budget,5,4870,16065,3920,1897,24076,4815
Mumbai,Ladakh,2501,bus,monsoon,3,3-star,low,luxury,4,1754,7682,5913,725,14467,3617
Bangalore,Ladakh,3223,car,autumn,11,budget,moderate,luxury,2,26056,13770,22247,9511,71583,35791
Chandigarh,Goa,956,train,autumn,4,3-star,moderate,budget,5,1185,13496,1949,4062,18622,3724
Mumbai,Darjeeling,1934,train,summer,3,hostel,moderate,budget,5,2920,1933,1675,2642,8254,1651
Kolkata,Kerala,2466,flight,monsoon,10,4-star,low,budget,1,8131,38311,4572,2286,53300,53300
Chennai,Udaipur,1694,flight,monsoon,11,5-star,high,mixed,4,6250,98177,11292,24540,126234,31558
Hyderabad,Udaipur,1069,flight,monsoon,6,budget,high,budget,3,2944,5311,2612,11679,22547,7516
Chennai,Munnar,638,flight,autumn,12,3-star,high,budget,5,3325,35489,5911,28779,66153,13231
Delhi,Manali,550,car,winter,4,hostel,high,mixed,2,5691,2925,3882,8980,21478,10739
Kolkata,Agra,1254,train,winter,9,3-star,high,budget,5,2146,36511,4278,18975,55719,11144
Ahmedabad,Ladakh,2275,flight,autumn,14,4-star,low,budget,1,10073,74175,7112,2994,94355,94355
Chandigarh,Ooty,1372,car,autumn,5,3-star,moderate,luxury,4,10553,13682,11719,4471,36382,9095
Ahmedabad,Jaipur,991,bus,summer,9,3-star,high,budget,1,1058,30969,4066,18153,54246,54246
Kolkata,Agra,1337,car,winter,14,5-star,high,mixed,4,13157,220734,14505,25207,246242,61561
Pune,Goa,994,flight,summer,3,budget,moderate,mixed,1,5716,4017,2593,3084,15410,15410
Chandigarh,Jaisalmer,1362,flight,autumn,12,3-star,moderate,luxury,2,5696,40421,23752,10712,80582,40291
Lucknow,Rishikesh,1292,bus,autumn,11,4-star,moderate,mixed,2,1428,64705,12155,10875,89163,44582
Bangalore,Ooty,260,flight,autumn,6,3-star,high,budget,3,2513,17508,2638,11364,34023,11341
Delhi,Udaipur,673,train,summer,2,budget,low,mixed,5,1015,2604,2231,477,5694,1139
Chennai,Udaipur,1607,flight,summer,10,3-star,low,luxury,3,8326,32152,23557,2254,66289,22096
Chennai,Rishikesh,2652,bus,monsoon,5,3-star,low,mixed,1,1901,12674,5093,1378,21045,21045
Chennai,Rishikesh,2605,flight,summer,2,hostel,moderate,mixed,6,13550,1350,2142,1874,17025,2837
Delhi,Ooty,2582,bus,monsoon,5,3-star,high,budget,6,2011,11441,2184,11541,24459,4076
Bangalore,Darjeeling,2239,car,summer,2,4-star,high,luxury,1,18297,11821,4076,4109,38303,38303
Ahmedabad,Andaman,2238,train,monsoon,7,3-star,low,budget,2,2366,17715,3533,1582,25196,12598
Mumbai,Munnar,1458,flight,summer,8,4-star,low,budget,6,8746,58959,3926,2008,66275,11046
Delhi,Manali,598,flight,summer,4,budget,low,mixed,6,3846,6366,4376,863,13905,2318
Chandigarh,Andaman,2219,train,autumn,12,5-star,low,budget,2,2722,156388,5816,2837,167762,83881
Bangalore,Shimla,2455,car,winter,9,hostel,high,mixed,1,25616,7426,8613,20014,61670,61670
Ahmedabad,Kerala,1466,flight,monsoon,8,5-star,high,mixed,1,4030,73165,7878,18451,103524,103524
Pune,Andaman,2152,flight,autumn,13,budget,low,luxury,4,7972,14990,27562,3149,48306,12076
Hyderabad,Kerala,1584,train,winter,14,4-star,moderate,budget,7,2597,117607,7716,13321,127117,18160
Hyderabad,Munnar,1559,train,monsoon,5,budget,low,luxury,1,1787,4823,12219,1169,19999,19999
Chennai,Goa,809,car,autumn,13,3-star,moderate,budget,5,5248,39646,6574,12670,57725,11545
Delhi,Ladakh,1024,bus,summer,7,5-star,low,luxury,3,1145,94351,17266,1930,114692,38231
Chennai,Ooty,658,train,summer,4,budget,high,budget,3,1068,6483,2121,7773,17445,5815
Ahmedabad,Darjeeling,1565,train,winter,10,budget,high,mixed,3,3174,16045,9110,23929,52259,17420
Pune,Agra,1007,car,autumn,7,hostel,low,luxury,6,8410,4436,14409,1868,26210,4368
Lucknow,Agra,992,bus,winter,10,budget,low,budget,4,1519,14293,5142,2482,21092,5273
Kolkata,Manali,1997,flight,monsoon,8,budget,high,budget,7,5589,7960,4406,16717,31205,4458
Lucknow,Udaipur,1033,train,autumn,10,4-star,moderate,budget,1,1396,56050,5696,8646,71787,71787
Bangalore,Kerala,550,train,summer,9,budget,moderate,budget,2,988,14040,4557,8511,28096,14048
Chennai,Manali,2890,flight,monsoon,7,hostel,moderate,budget,2,8632,3799,3872,7191,23494,11747
Delhi,Ladakh,928,bus,summer,4,4-star,low,budget,2,1332,26853,2006,838,31029,15515
Chennai,Varanasi,1754,car,monsoon,5,budget,moderate,mixed,2,11237,5481,5307,3975,26001,13000
Kolkata,Manali,1848,train,monsoon,8,budget,high,mixed,4,2085,8722,8406,18574,34008,8502
Mumbai,Varanasi,1331,car,monsoon,2,5-star,moderate,budget,6,7707,18443,1034,1817,26101,4350
Lucknow,Manali,1406,bus,monsoon,7,3-star,high,luxury,6,1121,15100,14663,13257,39728,6621
Chandigarh,Ladakh,2195,car,summer,9,4-star,low,budget,5,17418,57739,3932,2449,73384,14677
Kolkata,Goa,1884,flight,autumn,11,3-star,low,budget,5,6930,35062,5547,2340,44892,8978
Lucknow,Manali,1546,bus,winter,6,hostel,low,budget,4,1847,5369,2620,1349,10066,2517
Chennai,Manali,2709,flight,winter,6,budget,high,luxury,4,13838,8965,15072,11750,44662,11166
Hyderabad,Jaisalmer,1373,train,monsoon,12,4-star,moderate,mixed,6,1349,57564,13603,11604,75707,12618
Ahmedabad,Shimla,1307,flight,autumn,14,5-star,low,budget,3,5596,155467,7999,2859,171921,57307
Pune,Ooty,1284,flight,autumn,4,3-star,high,luxury,5,5607,10711,9891,9044,31728,6346
Pune,Ooty,1303,train,monsoon,6,3-star,high,mixed,1,1154,12993,5287,13972,33405,33405
Mumbai,Udaipur,877,car,summer,11,5-star,low,budget,3,7209,133144,5412,2728,148493,49498
Kolkata,Ladakh,2468,train,summer,6,4-star,low,luxury,5,3559,38048,11456,1362,48984,9797
Chennai,Udaipur,1753,train,autumn,6,hostel,low,budget,6,2697,3712,2919,1494,9741,1623
Kolkata,Ooty,2138,bus,winter,10,5-star,moderate,luxury,7,2824,168594,19082,9400,179910,25701
Chandigarh,Varanasi,1117,car,monsoon,8,4-star,low,luxury,1,5318,39289,19640,1944,66191,66191
Bangalore,Manali,2625,train,monsoon,14,4-star,high,mixed,7,2872,63117,12041,25533,93207,13315
Mumbai,Agra,1225,flight,autumn,9,4-star,low,luxury,2,5050,48853,18310,2218,74431,37215
Kolkata,Kerala,2545,flight,monsoon,4,5-star,moderate,luxury,4,7330,36635,9930,3972,52080,13020
Delhi,Kerala,2619,flight,autumn,9,4-star,low,budget,7,10970,52257,4819,2430,63429,9061
Chandigarh,Jaipur,987,bus,autumn,14,3-star,low,luxury,3,1086,43999,33442,2947,81474,27158
Chennai,Udaipur,1702,bus,autumn,9,hostel,low,budget,7,1865,5210,5116,1857,12644,1806
Bangalore,Jaisalmer,2017,car,winter,3,3-star,high,luxury,4,22325,11481,6339,5892,41434,10358
Lucknow,Andaman,2252,flight,winter,9,budget,moderate,luxury,1,11697,15092,22320,8182,57291,57291
Ahmedabad,Manali,1547,train,monsoon,5,4-star,low,budget,3,1659,21077,2663,1027,26427,8809
Pune,Darjeeling,1431,bus,summer,5,3-star,low,mixed,4,1714,16390,4613,1117,21451,5363
Pune,Munnar,1581,bus,autumn,12,hostel,moderate,mixed,1,1782,7149,11016,12306,32253,32253
Delhi,Udaipur,628,train,summer,14,3-star,low,budget,1,1151,55372,6603,3699,66826,66826
Chandigarh,Agra,1070,car,autumn,9,5-star,high,luxury,6,6829,92704,18557,21600,125721,20953
Lucknow,Udaipur,1161,train,winter,12,hostel,low,luxury,6,2250,10325,28160,2581,38985,6497
Bangalore,Agra,1989,flight,summer,2,4-star,moderate,mixed,6,8570,12236,2230,1916,22456,3743
Bangalore,Varanasi,1938,flight,winter,4,3-star,high,luxury,1,10619,13868,8130,7910,40528,40528
Hyderabad,Ladakh,2164,flight,monsoon,8,5-star,high,luxury,5,8279,74180,18186,14673,103786,20757
Lucknow,Jaipur,906,flight,autumn,10,5-star,high,mixed,7,4035,124025,10194,22325,144521,20646
Mumbai,Udaipur,721,car,summer,6,3-star,moderate,budget,1,5979,24071,3332,5928,39309,39309
Pune,Andaman,2210,train,winter,10,5-star,high,luxury,1,3528,170055,20905,21871,216359,216359
Delhi,Shimla,278,car,winter,14,budget,high,luxury,2,2401,20185,35202,33426,91214,45607
Pune,Jaipur,904,car,winter,8,4-star,moderate,budget,4,9257,57618,4242,6745,70074,17519
Delhi,Jaisalmer,825,train,autumn,7,5-star,low,budget,7,1151,92185,3935,1864,89222,12746
Delhi,Goa,1820,flight,winter,12,3-star,high,mixed,7,9165,49194,10247,24497,83792,11970
Pune,Shimla,1376,car,summer,6,hostel,high,mixed,6,13285,5022,6427,11008,32168,5361
Ahmedabad,Manali,1592,flight,winter,9,5-star,low,budget,4,9131,143967,4086,2068,143326,35832
Bangalore,Ooty,362,train,autumn,6,5-star,moderate,mixed,3,431,75934,5355,5191,86912,28971
Hyderabad,Munnar,1409,bus,winter,8,3-star,low,luxury,7,2179,31953,18015,1882,48626,6947
Pune,Ladakh,2236,car,winter,10,5-star,high,mixed,6,20953,158194,11233,22814,191874,31979
Chennai,Jaipur,1801,train,autumn,8,hostel,high,luxury,1,2561,5180,18883,18611,45235,45235
Hyderabad,Goa,958,flight,monsoon,13,hostel,low,mixed,4,4408,7007,13223,2668,24575,6144
Chennai,Ladakh,3307,bus,monsoon,2,3-star,moderate,luxury,7,2748,4200,4025,1917,11601,1657
Delhi,Goa,1807,car,monsoon,12,4-star,high,budget,7,8663,50398,5335,24167,79706,11387
Chennai,Goa,925,flight,monsoon,4,4-star,high,mixed,1,3030,17795,4215,8037,33078,33078
Bangalore,Darjeeling,2140,flight,autumn,13,4-star,high,mixed,4,7093,77040,11103,26778,109812,27453
Lucknow,Rishikesh,1333,flight,monsoon,3,5-star,high,budget,6,4020,26357,1646,6152,34357,5726
Chennai,Goa,855,train,winter,4,budget,moderate,luxury,2,1380,6458,9550,3594,20982,10491
Bangalore,Varanasi,1930,flight,winter,3,5-star,moderate,luxury,4,9789,46095,7261,2727,59284,14821
Chennai,Shimla,2788,car,winter,3,5-star,low,luxury,3,23245,52756,6464,698,83163,27721
Lucknow,Varanasi,1075,train,summer,9,budget,moderate,mixed,2,1830,15329,9749,8025,34933,17466
Hyderabad,Manali,1468,bus,autumn,5,5-star,high,budget,7,1539,50336,2205,9698,57399,8200
Bangalore,Ladakh,3246,bus,summer,13,5-star,low,mixed,3,4081,166160,12600,3162,186002,62001
Mumbai,Andaman,2554,car,winter,13,3-star,high,luxury,3,26283,50869,30764,24775,132691,44230
Mumbai,Udaipur,756,car,monsoon,8,4-star,high,luxury,5,4759,37462,19997,14405,68960,13792
Mumbai,Goa,527,flight,summer,12,budget,high,budget,1,3164,17528,5697,25322,51711,51711
Kolkata,Ladakh,2458,car,summer,6,4-star,moderate,budget,2,23860,38939,2880,5320,70999,35500
Chandigarh,Rishikesh,1235,bus,summer,3,3-star,moderate,budget,5,1433,10563,1714,2723,14789,2958
Bangalore,Udaipur,1613,bus,summer,7,5-star,moderate,luxury,2,1930,88748,17227,6079,113985,56992
Mumbai,Darjeeling,2064,bus,winter,13,3-star,high,luxury,5,3177,54099,27009,27264,100394,20079
Mumbai,Darjeeling,2028,flight,summer,3,budget,low,mixed,7,8781,4790,3051,787,15669,2238
Hyderabad,Kerala,1514,bus,summer,12,budget,high,budget,2,2015,15931,6827,21742,46515,23257
Pune,Jaisalmer,1229,train,monsoon,11,5-star,moderate,luxury,5,1248,109599,27529,9908,133454,26691
Lucknow,Shimla,1352,bus,monsoon,8,budget,moderate,mixed,6,1159,7092,8799,7445,22046,3674
Hyderabad,Agra,905,flight,winter,9,3-star,low,luxury,3,5975,36620,19038,2244,63877,21292
Lucknow,Jaipur,993,train,autumn,6,hostel,moderate,budget,1,1329,3461,2751,6058,13598,13598
Delhi,Ooty,2486,car,winter,8,budget,moderate,luxury,6,22866,14552,16580,7158,55040,9173
Kolkata,Varanasi,733,car,summer,9,4-star,low,mixed,6,6920,69520,9703,1983,79314,13219
Pune,Jaisalmer,1301,train,autumn,5,4-star,low,budget,2,2027,26173,2748,1090,32038,16019
Chennai,Jaipur,1780,train,winter,6,budget,low,budget,2,3227,9140,3187,1275,16830,8415
Kolkata,Agra,1278,car,autumn,2,5-star,high,budget,3,10490,24496,1051,4524,40562,13521
Chennai,Darjeeling,2111,bus,summer,10,budget,high,budget,1,2361,13297,5429,22221,43307,43307
Chandigarh,Ooty,1346,bus,winter,5,hostel,moderate,mixed,7,1840,4009,4577,4961,13847,1978
Kolkata,Jaisalmer,1942,flight,autumn,11,5-star,low,mixed,3,8389,115136,11077,2875,137477,45826
Chennai,Darjeeling,2019,flight,autumn,7,budget,moderate,luxury,3,7354,8063,13631,6043,35091,11697
Kolkata,Agra,1213,flight,monsoon,13,hostel,low,luxury,3,4138,6282,28668,2971,42060,14020
Lucknow,Ooty,1288,bus,winter,6,budget,high,mixed,7,1730,9617,6171,12716,27210,3887
Mumbai,Jaipur,1112,car,monsoon,7,budget,moderate,budget,1,5993,7018,3969,6477,23457,23457
Ahmedabad,Goa,1082,train,summer,7,5-star,moderate,mixed,7,1840,85933,6774,6426,90876,12982
Mumbai,Rishikesh,1626,bus,winter,2,hostel,moderate,luxury,5,2232,1691,4360,1949,9209,1842
Hyderabad,Andaman,2135,train,monsoon,13,5-star,high,mixed,4,2393,117435,13829,31368,148522,37131
Chandigarh,Udaipur,1150,train,summer,12,4-star,moderate,luxury,7,1727,89215,27417,10439,115919,16560
Chennai,Rishikesh,2612,flight,monsoon,3,5-star,low,luxury,3,8865,25988,6224,713,41790,13930
Bangalore,Ladakh,3162,flight,summer,10,hostel,moderate,luxury,7,15873,7535,25265,9773,52602,7515
Hyderabad,Varanasi,1051,bus,monsoon,2,4-star,high,luxury,6,935,9886,4819,3714,17418,2903
Kolkata,Ladakh,2431,flight,monsoon,11,4-star,low,mixed,7,6654,54757,10246,2545,66782,9540
Delhi,Munnar,2825,car,monsoon,7,3-star,high,luxury,1,14814,14472,14296,12630,56212,56212
Ahmedabad,Varanasi,1064,flight,autumn,6,5-star,moderate,mixed,2,4448,75640,5864,4891,90842,45421
Chandigarh,Ladakh,2218,flight,autumn,10,3-star,moderate,budget,6,7889,29976,5165,9215,47020,7837
Mumbai,Andaman,2485,bus,summer,2,3-star,moderate,mixed,1,2702,6192,2225,1536,12656,12656
Pune,Munnar,1471,bus,summer,2,hostel,high,budget,1,1814,1447,1132,4795,9188,9188
Hyderabad,Udaipur,1036,train,autumn,10,3-star,high,luxury,4,1362,25514,19742,19812,59787,14947
Lucknow,Agra,1090,car,summer,2,4-star,low,mixed,5,10711,14181,1917,521,24598,4920
Pune,Rishikesh,1234,train,monsoon,2,3-star,moderate,mixed,5,1412,4978,2086,1669,9130,1826
Delhi,Jaisalmer,840,flight,monsoon,12,budget,high,mixed,4,3001,12870,13432,24942,48821,12205
Kolkata,Udaipur,1644,flight,winter,4,5-star,high,luxury,1,9346,66148,8072,7987,91552,91552
Hyderabad,Udaipur,1058,bus,winter,9,budget,moderate,mixed,5,1593,13248,9035,7236,28001,5600
Pune,Ladakh,2240,flight,monsoon,13,budget,low,luxury,4,5761,14177,29049,3375,47126,11781
Ahmedabad,Ooty,1323,car,summer,11,3-star,low,luxury,2,11686,35987,25243,2648,75563,37781
Mumbai,Ladakh,2560,train,summer,7,budget,moderate,luxury,2,4192,10103,15282,5966,35543,17771
Pune,Kerala,1464,flight,monsoon,10,5-star,high,luxury,5,3998,79570,20044,19376,110690,22138
Hyderabad,Darjeeling,1542,bus,summer,12,budget,high,mixed,6,2178,16019,13797,24712,51035,8506
